iso_code,continent,location,date,total_cases,new_cases,new_cases_smoothed,total_deaths,new_deaths,new_deaths_smoothed,total_cases_per_million,new_cases_per_million,new_cases_smoothed_per_million,total_deaths_per_million,new_deaths_per_million,new_deaths_smoothed_per_million,reproduction_rate,icu_patients,icu_patients_per_million,hosp_patients,hosp_patients_per_million,weekly_icu_admissions,weekly_icu_admissions_per_million,weekly_hosp_admissions,weekly_hosp_admissions_per_million,total_tests,new_tests,total_tests_per_thousand,new_tests_per_thousand,new_tests_smoothed,new_tests_smoothed_per_thousand,positive_rate,tests_per_case,tests_units,total_vaccinations,people_vaccinated,people_fully_vaccinated,total_boosters,new_vaccinations,new_vaccinations_smoothed,total_vaccinations_per_hundred,people_vaccinated_per_hundred,people_fully_vaccinated_per_hundred,total_boosters_per_hundred,new_vaccinations_smoothed_per_million,new_people_vaccinated_smoothed,new_people_vaccinated_smoothed_per_hundred,stringency_index,population,population_density,median_age,aged_65_older,aged_70_older,gdp_per_capita,extreme_poverty,cardiovasc_death_rate,diabetes_prevalence,female_smokers,male_smokers,handwashing_facilities,hospital_beds_per_thousand,life_expectancy,human_development_index,excess_mortality_cumulative_absolute,excess_mortality_cumulative,excess_mortality,excess_mortality_cumulative_per_million
AFG,Asia,Afghanistan,30/09/2022,199188,121,146.429,7800,1,0.571,4967.348,3.017,3.652,194.516,0.025,0.014,0.92,,,,,,,,,,,,,,,,,,,,,,,6741,,,,,168,5879,0.015,,40099462,54.422,18.6,2.581,1.337,1803.987,,597.029,9.59,,,37.746,0.5,64.83,0.511,,,,
AFG,Asia,Afghanistan,01/10/2022,199310,122,152.286,7800,0,0.571,4970.391,3.042,3.798,194.516,0,0.014,0.92,,,,,,,,,,,,,,,,,,,,,,,6762,,,,,169,5747,0.014,,40099462,54.422,18.6,2.581,1.337,1803.987,,597.029,9.59,,,37.746,0.5,64.83,0.511,,,,
AFG,Asia,Afghanistan,02/10/2022,199386,76,138.571,7801,1,0.714,4972.286,1.895,3.456,194.541,0.025,0.018,,,,,,,,,,,,,,,,,,,,,,,,6782,,,,,169,5615,0.014,,40099462,54.422,18.6,2.581,1.337,1803.987,,597.029,9.59,,,37.746,0.5,64.83,0.511,,,,
AFG,Asia,Afghanistan,03/10/2022,199545,159,143.143,7803,2,0.714,4976.251,3.965,3.57,194.591,0.05,0.018,,,,,,,,,,,,,,,,,,,,,,,,6803,,,,,170,5483,0.014,,40099462,54.422,18.6,2.581,1.337,1803.987,,597.029,9.59,,,37.746,0.5,64.83,0.511,,,,
AFG,Asia,Afghanistan,04/10/2022,199690,145,134.286,7803,0,0.714,4979.867,3.616,3.349,194.591,0,0.018,,,,,,,,,,,,,,,,,,,11923733,10961643,10278516,,,6960,29.74,27.34,25.63,,174,5416,0.014,,40099462,54.422,18.6,2.581,1.337,1803.987,,597.029,9.59,,,37.746,0.5,64.83,0.511,,,,
AFG,Asia,Afghanistan,05/10/2022,199845,155,138.429,7804,1,0.714,4983.733,3.865,3.452,194.616,0.025,0.018,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,40099462,54.422,18.6,2.581,1.337,1803.987,,597.029,9.59,,,37.746,0.5,64.83,0.511,,,,
AFG,Asia,Afghanistan,06/10/2022,199994,149,132.429,7804,0,0.714,4987.448,3.716,3.303,194.616,0,0.018,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,40099462,54.422,18.6,2.581,1.337,1803.987,,597.029,9.59,,,37.746,0.5,64.83,0.511,,,,
AFG,Asia,Afghanistan,07/10/2022,200130,136,134.571,7804,0,0.571,4990.84,3.392,3.356,194.616,0,0.014,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,40099462,54.422,18.6,2.581,1.337,1803.987,,597.029,9.59,,,37.746,0.5,64.83,0.511,,,,
AFG,Asia,Afghanistan,08/10/2022,200202,72,127.429,7804,0,0.571,4992.636,1.796,3.178,194.616,0,0.014,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,40099462,54.422,18.6,2.581,1.337,1803.987,,597.029,9.59,,,37.746,0.5,64.83,0.511,,,,
AFG,Asia,Afghanistan,09/10/2022,200372,170,140.857,7806,2,0.714,4996.875,4.239,3.513,194.666,0.05,0.018,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,40099462,54.422,18.6,2.581,1.337,1803.987,,597.029,9.59,,,37.746,0.5,64.83,0.511,,,,
AFG,Asia,Afghanistan,10/10/2022,200469,97,132,7807,1,0.571,4999.294,2.419,3.292,194.691,0.025,0.014,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,40099462,54.422,18.6,2.581,1.337,1803.987,,597.029,9.59,,,37.746,0.5,64.83,0.511,,,,
AUS,Oceania,Australia,26/01/2020,4,4,,,,,0.154,0.154,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.56,25921089,3.202,37.9,15.504,10.129,44648.71,0.5,107.791,5.07,13,16.5,,3.84,83.44,0.944,-47,-0.4,2.8,-1.813195426
AUS,Oceania,Australia,27/01/2020,5,1,,,,,0.193,0.039,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.56,25921089,3.202,37.9,15.504,10.129,44648.71,0.5,107.791,5.07,13,16.5,,3.84,83.44,0.944,,,,
AUS,Oceania,Australia,28/01/2020,5,0,,,,,0.193,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.56,25921089,3.202,37.9,15.504,10.129,44648.71,0.5,107.791,5.07,13,16.5,,3.84,83.44,0.944,,,,
AUS,Oceania,Australia,29/01/2020,6,1,,,,,0.231,0.039,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.56,25921089,3.202,37.9,15.504,10.129,44648.71,0.5,107.791,5.07,13,16.5,,3.84,83.44,0.944,,,,
AUS,Oceania,Australia,30/01/2020,9,3,,,,,0.347,0.116,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.56,25921089,3.202,37.9,15.504,10.129,44648.71,0.5,107.791,5.07,13,16.5,,3.84,83.44,0.944,,,,
AUS,Oceania,Australia,31/01/2020,9,0,1.286,,,,0.347,0,0.05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.56,25921089,3.202,37.9,15.504,10.129,44648.71,0.5,107.791,5.07,13,16.5,,3.84,83.44,0.944,,,,
AUS,Oceania,Australia,01/02/2020,12,3,1.714,,,,0.463,0.116,0.066,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13.89,25921089,3.202,37.9,15.504,10.129,44648.71,0.5,107.791,5.07,13,16.5,,3.84,83.44,0.944,,,,
AUS,Oceania,Australia,02/02/2020,12,0,1.143,,,,0.463,0,0.044,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13.89,25921089,3.202,37.9,15.504,10.129,44648.71,0.5,107.791,5.07,13,16.5,,3.84,83.44,0.944,-33.2,-0.23,0.48,-1.280810386
AUS,Oceania,Australia,03/02/2020,12,0,1,,,,0.463,0,0.039,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,19.44,25921089,3.202,37.9,15.504,10.129,44648.71,0.5,107.791,5.07,13,16.5,,3.84,83.44,0.944,,,,
AUS,Oceania,Australia,04/02/2020,13,1,1.143,,,,0.502,0.039,0.044,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,19.44,25921089,3.202,37.9,15.504,10.129,44648.71,0.5,107.791,5.07,13,16.5,,3.84,83.44,0.944,,,,
AUS,Oceania,Australia,05/02/2020,13,0,1,,,,0.502,0,0.039,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,19.44,25921089,3.202,37.9,15.504,10.129,44648.71,0.5,107.791,5.07,13,16.5,,3.84,83.44,0.944,,,,
AUS,Oceania,Australia,06/02/2020,14,1,0.714,,,,0.54,0.039,0.028,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,19.44,25921089,3.202,37.9,15.504,10.129,44648.71,0.5,107.791,5.07,13,16.5,,3.84,83.44,0.944,,,,
AUS,Oceania,Australia,07/02/2020,15,1,0.857,,,,0.579,0.039,0.033,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,19.44,25921089,3.202,37.9,15.504,10.129,44648.71,0.5,107.791,5.07,13,16.5,,3.84,83.44,0.944,,,,
AUS,Oceania,Australia,08/02/2020,15,0,0.429,,,,0.579,0,0.017,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,19.44,25921089,3.202,37.9,15.504,10.129,44648.71,0.5,107.791,5.07,13,16.5,,3.84,83.44,0.944,,,,
AUS,Oceania,Australia,09/02/2020,15,0,0.429,,,,0.579,0,0.017,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,19.44,25921089,3.202,37.9,15.504,10.129,44648.71,0.5,107.791,5.07,13,16.5,,3.84,83.44,0.944,-49,-0.28,-0.54,-1.890352678
AUS,Oceania,Australia,10/02/2020,15,0,0.429,,,,0.579,0,0.017,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,19.44,25921089,3.202,37.9,15.504,10.129,44648.71,0.5,107.791,5.07,13,16.5,,3.84,83.44,0.944,,,,
AUS,Oceania,Australia,11/02/2020,15,0,0.286,,,,0.579,0,0.011,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,19.44,25921089,3.202,37.9,15.504,10.129,44648.71,0.5,107.791,5.07,13,16.5,,3.84,83.44,0.944,,,,
AUS,Oceania,Australia,12/02/2020,15,0,0.286,,,,0.579,0,0.011,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,19.44,25921089,3.202,37.9,15.504,10.129,44648.71,0.5,107.791,5.07,13,16.5,,3.84,83.44,0.944,,,,
AUS,Oceania,Australia,13/02/2020,15,0,0.143,,,,0.579,0,0.006,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,19.44,25921089,3.202,37.9,15.504,10.129,44648.71,0.5,107.791,5.07,13,16.5,,3.84,83.44,0.944,,,,
AUS,Oceania,Australia,14/02/2020,15,0,0,,,,0.579,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,19.44,25921089,3.202,37.9,15.504,10.129,44648.71,0.5,107.791,5.07,13,16.5,,3.84,83.44,0.944,,,,
AUS,Oceania,Australia,15/02/2020,15,0,0,,,,0.579,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,19.44,25921089,3.202,37.9,15.504,10.129,44648.71,0.5,107.791,5.07,13,16.5,,3.84,83.44,0.944,,,,
AUS,Oceania,Australia,16/02/2020,15,0,0,,,,0.579,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,19.44,25921089,3.202,37.9,15.504,10.129,44648.71,0.5,107.791,5.07,13,16.5,,3.84,83.44,0.944,65.2,0.32,3.92,2.51532642
AUS,Oceania,Australia,17/02/2020,15,0,0,,,,0.579,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,19.44,25921089,3.202,37.9,15.504,10.129,44648.71,0.5,107.791,5.07,13,16.5,,3.84,83.44,0.944,,,,
AUS,Oceania,Australia,18/02/2020,15,0,0,,,,0.579,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,19.44,25921089,3.202,37.9,15.504,10.129,44648.71,0.5,107.791,5.07,13,16.5,,3.84,83.44,0.944,,,,
AUS,Oceania,Australia,19/02/2020,15,0,0,,,,0.579,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,19.44,25921089,3.202,37.9,15.504,10.129,44648.71,0.5,107.791,5.07,13,16.5,,3.84,83.44,0.944,,,,
AUS,Oceania,Australia,20/02/2020,15,0,0,,,,0.579,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,19.44,25921089,3.202,37.9,15.504,10.129,44648.71,0.5,107.791,5.07,13,16.5,,3.84,83.44,0.944,,,,
AUS,Oceania,Australia,21/02/2020,15,0,0,,,,0.579,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,19.44,25921089,3.202,37.9,15.504,10.129,44648.71,0.5,107.791,5.07,13,16.5,,3.84,83.44,0.944,,,,
AUS,Oceania,Australia,22/02/2020,15,0,0,,,,0.579,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,19.44,25921089,3.202,37.9,15.504,10.129,44648.71,0.5,107.791,5.07,13,16.5,,3.84,83.44,0.944,,,,
AUS,Oceania,Australia,23/02/2020,15,0,0,,,,0.579,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,19.44,25921089,3.202,37.9,15.504,10.129,44648.71,0.5,107.791,5.07,13,16.5,,3.84,83.44,0.944,151,0.64,2.89,5.825372537
AUS,Oceania,Australia,24/02/2020,15,0,0,,,,0.579,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,19.44,25921089,3.202,37.9,15.504,10.129,44648.71,0.5,107.791,5.07,13,16.5,,3.84,83.44,0.944,,,,
AUS,Oceania,Australia,25/02/2020,15,0,0,,,,0.579,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,19.44,25921089,3.202,37.9,15.504,10.129,44648.71,0.5,107.791,5.07,13,16.5,,3.84,83.44,0.944,,,,
AUS,Oceania,Australia,26/02/2020,15,0,0,,,,0.579,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,19.44,25921089,3.202,37.9,15.504,10.129,44648.71,0.5,107.791,5.07,13,16.5,,3.84,83.44,0.944,,,,
AUS,Oceania,Australia,27/02/2020,15,0,0,,,,0.579,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,19.44,25921089,3.202,37.9,15.504,10.129,44648.71,0.5,107.791,5.07,13,16.5,,3.84,83.44,0.944,,,,
AUS,Oceania,Australia,28/02/2020,15,0,0,,,,0.579,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,19.44,25921089,3.202,37.9,15.504,10.129,44648.71,0.5,107.791,5.07,13,16.5,,3.84,83.44,0.944,,,,
AUS,Oceania,Australia,29/02/2020,25,10,1.429,,,,0.964,0.386,0.055,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,19.44,25921089,3.202,37.9,15.504,10.129,44648.71,0.5,107.791,5.07,13,16.5,,3.84,83.44,0.944,,,,
AUS,Oceania,Australia,01/03/2020,27,2,1.714,1,1,,1.042,0.077,0.066,0.039,0.039,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,19.44,25921089,3.202,37.9,15.504,10.129,44648.71,0.5,107.791,5.07,13,16.5,,3.84,83.44,0.944,290.2,1.1,4.72,11.19551729
AUS,Oceania,Australia,02/03/2020,30,3,2.143,1,0,,1.157,0.116,0.083,0.039,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,19.44,25921089,3.202,37.9,15.504,10.129,44648.71,0.5,107.791,5.07,13,16.5,,3.84,83.44,0.944,,,,
AUS,Oceania,Australia,03/03/2020,39,9,3.429,1,0,,1.505,0.347,0.132,0.039,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,19.44,25921089,3.202,37.9,15.504,10.129,44648.71,0.5,107.791,5.07,13,16.5,,3.84,83.44,0.944,,,,
AUS,Oceania,Australia,04/03/2020,52,13,5.286,2,1,,2.006,0.502,0.204,0.077,0.039,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,19.44,25921089,3.202,37.9,15.504,10.129,44648.71,0.5,107.791,5.07,13,16.5,,3.84,83.44,0.944,,,,
AUS,Oceania,Australia,05/03/2020,55,3,5.714,2,0,,2.122,0.116,0.22,0.077,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,19.44,25921089,3.202,37.9,15.504,10.129,44648.71,0.5,107.791,5.07,13,16.5,,3.84,83.44,0.944,,,,
AUS,Oceania,Australia,06/03/2020,60,5,6.429,2,0,0.286,2.315,0.193,0.248,0.077,0,0.011,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,19.44,25921089,3.202,37.9,15.504,10.129,44648.71,0.5,107.791,5.07,13,16.5,,3.84,83.44,0.944,,,,
AUS,Oceania,Australia,07/03/2020,63,3,5.429,2,0,0.286,2.43,0.116,0.209,0.077,0,0.011,,,,,,,,,,6796,,0.262,,,,,,tests performed,,,,,,,,,,,,,,19.44,25921089,3.202,37.9,15.504,10.129,44648.71,0.5,107.791,5.07,13,16.5,,3.84,83.44,0.944,,,,
AUS,Oceania,Australia,08/03/2020,76,13,7,3,1,0.286,2.932,0.502,0.27,0.116,0.039,0.011,,,,,,,,,,7216,420,0.278,0.016,,,,,tests performed,,,,,,,,,,,,,,19.44,25921089,3.202,37.9,15.504,10.129,44648.71,0.5,107.791,5.07,13,16.5,,3.84,83.44,0.944,295.8,1,0.19,11.41155759
AUS,Oceania,Australia,09/03/2020,91,15,8.714,3,0,0.286,3.511,0.579,0.336,0.116,0,0.011,,,,,,,,,,8371,1155,0.323,0.045,,,,,tests performed,,,,,,,,,,,,,,19.44,25921089,3.202,37.9,15.504,10.129,44648.71,0.5,107.791,5.07,13,16.5,,3.84,83.44,0.944,,,,
AUS,Oceania,Australia,10/03/2020,107,16,9.714,3,0,0.286,4.128,0.617,0.375,0.116,0,0.011,,,,,,,,,,9034,663,0.349,0.026,,,,,tests performed,,,,,,,,,,,,,,19.44,25921089,3.202,37.9,15.504,10.129,44648.71,0.5,107.791,5.07,13,16.5,,3.84,83.44,0.944,,,,
AUS,Oceania,Australia,11/03/2020,128,21,10.857,3,0,0.143,4.938,0.81,0.419,0.116,0,0.006,2.16,,,,,,,,,10221,1187,0.394,0.046,,,,,tests performed,,,,,,,,,,,,,,19.44,25921089,3.202,37.9,15.504,10.129,44648.71,0.5,107.791,5.07,13,16.5,,3.84,83.44,0.944,,,,
AUS,Oceania,Australia,12/03/2020,128,0,10.429,3,0,0.143,4.938,0,0.402,0.116,0,0.006,2.2,,,,,,,,,14856,4635,0.573,0.179,,,,,tests performed,,,,,,,,,,,,,,19.44,25921089,3.202,37.9,15.504,10.129,44648.71,0.5,107.791,5.07,13,16.5,,3.84,83.44,0.944,,,,
AUS,Oceania,Australia,13/03/2020,200,72,20,3,0,0.143,7.716,2.778,0.772,0.116,0,0.006,2.33,,,,,,,,,16685,1829,0.644,0.071,,,,,tests performed,,,,,,,,,,,,,,19.44,25921089,3.202,37.9,15.504,10.129,44648.71,0.5,107.791,5.07,13,16.5,,3.84,83.44,0.944,,,,
AUS,Oceania,Australia,14/03/2020,250,50,26.714,3,0,0.143,9.645,1.929,1.031,0.116,0,0.006,2.32,,,,,,,,,20496,3811,0.791,0.147,1957,0.075,0.0137,73.3,tests performed,,,,,,,,,,,,,,19.44,25921089,3.202,37.9,15.504,10.129,44648.71,0.5,107.791,5.07,13,16.5,,3.84,83.44,0.944,,,,
AUS,Oceania,Australia,15/03/2020,297,47,31.571,3,0,0,11.458,1.813,1.218,0.116,0,0,2.33,,,,,,,,,22567,2071,0.871,0.08,2193,0.085,0.0144,69.5,tests performed,,,,,,,,,,,,,,19.44,25921089,3.202,37.9,15.504,10.129,44648.71,0.5,107.791,5.07,13,16.5,,3.84,83.44,0.944,345.6,1.07,1.7,13.33277317
AUS,Oceania,Australia,16/03/2020,377,80,40.857,3,0,0,14.544,3.086,1.576,0.116,0,0,2.39,,,,,,,,,44570,22003,1.719,0.849,5171,0.199,0.0079,126.6,tests performed,,,,,,,,,,,,,,30.56,25921089,3.202,37.9,15.504,10.129,44648.71,0.5,107.791,5.07,13,16.5,,3.84,83.44,0.944,,,,
AUS,Oceania,Australia,17/03/2020,452,75,49.286,5,2,0.286,17.438,2.893,1.901,0.193,0.077,0.011,2.42,,,,,,,,,51057,6487,1.97,0.25,6003,0.232,0.0082,121.8,tests performed,,,,,,,,,,,,,,30.56,25921089,3.202,37.9,15.504,10.129,44648.71,0.5,107.791,5.07,13,16.5,,3.84,83.44,0.944,,,,
AUS,Oceania,Australia,18/03/2020,568,116,62.857,6,1,0.429,21.913,4.475,2.425,0.231,0.039,0.017,2.46,,,,,,,,,58074,7017,2.24,0.271,6836,0.264,0.0092,108.8,tests performed,,,,,,,,,,,,,,36.11,25921089,3.202,37.9,15.504,10.129,44648.71,0.5,107.791,5.07,13,16.5,,3.84,83.44,0.944,,,,
AUS,Oceania,Australia,19/03/2020,681,113,79,6,0,0.429,26.272,4.359,3.048,0.231,0,0.017,2.46,,,,,,,,,103341,45267,3.987,1.746,12641,0.488,0.0062,160,tests performed,,,,,,,,,,,,,,44.44,25921089,3.202,37.9,15.504,10.129,44648.71,0.5,107.791,5.07,13,16.5,,3.84,83.44,0.944,,,,
AUS,Oceania,Australia,20/03/2020,791,110,84.429,7,1,0.571,30.516,4.244,3.257,0.27,0.039,0.022,2.44,,,,,,,,,110784,7443,4.274,0.287,13443,0.519,0.0063,159.2,tests performed,,,,,,,,,,,,,,47.22,25921089,3.202,37.9,15.504,10.129,44648.71,0.5,107.791,5.07,13,16.5,,3.84,83.44,0.944,,,,
AUS,Oceania,Australia,21/03/2020,1071,280,117.286,7,0,0.571,41.318,10.802,4.525,0.27,0,0.022,2.5,,,,,,,,,122504,11720,4.726,0.452,14573,0.562,0.008,124.3,tests performed,,,,,,,,,,,,,,47.22,25921089,3.202,37.9,15.504,10.129,44648.71,0.5,107.791,5.07,13,16.5,,3.84,83.44,0.944,,,,
AUS,Oceania,Australia,22/03/2020,1549,478,178.857,7,0,0.571,59.758,18.441,6.9,0.27,0,0.022,2.47,,,,,,,,,132593,10089,5.115,0.389,15718,0.606,0.0114,87.9,tests performed,,,,,,,,,,,,,,47.22,25921089,3.202,37.9,15.504,10.129,44648.71,0.5,107.791,5.07,13,16.5,,3.84,83.44,0.944,482.4,1.37,4.62,18.61032922
AUS,Oceania,Australia,23/03/2020,1682,133,186.429,7,0,0.571,64.889,5.131,7.192,0.27,0,0.022,2.29,,,,,,,,,143638,11045,5.541,0.426,14153,0.546,0.0132,75.9,tests performed,,,,,,,,,,,,,,52.78,25921089,3.202,37.9,15.504,10.129,44648.71,0.5,107.791,5.07,13,16.5,,3.84,83.44,0.944,,,,
AUS,Oceania,Australia,24/03/2020,2044,362,227.429,8,1,0.429,78.855,13.965,8.774,0.309,0.039,0.017,2.17,,,,,,,,,156668,13030,6.044,0.503,15087,0.582,0.0151,66.3,tests performed,,,,,,,,,,,,,,71.3,25921089,3.202,37.9,15.504,10.129,44648.71,0.5,107.791,5.07,13,16.5,,3.84,83.44,0.944,,,,
AUS,Oceania,Australia,25/03/2020,2364,320,256.571,8,0,0.286,91.2,12.345,9.898,0.309,0,0.011,2.03,,,,,,,,,168436,11768,6.498,0.454,15766,0.608,0.0163,61.4,tests performed,,,,,,,,,,,,,,71.3,25921089,3.202,37.9,15.504,10.129,44648.71,0.5,107.791,5.07,13,16.5,,3.84,83.44,0.944,,,,
AUS,Oceania,Australia,26/03/2020,2810,446,304.143,13,5,1,108.406,17.206,11.733,0.502,0.193,0.039,1.89,,,,,,,,,179939,11503,6.942,0.444,10943,0.422,0.0278,36,tests performed,,,,,,,,,,,,,,71.3,25921089,3.202,37.9,15.504,10.129,44648.71,0.5,107.791,5.07,13,16.5,,3.84,83.44,0.944,,,,
AUS,Oceania,Australia,27/03/2020,3143,333,336,13,0,0.857,121.253,12.847,12.962,0.502,0,0.033,1.71,,,,,,,,,192808,12869,7.438,0.496,11718,0.452,0.0287,34.9,tests performed,,,,,,,,,,,,,,71.3,25921089,3.202,37.9,15.504,10.129,44648.71,0.5,107.791,5.07,13,16.5,,3.84,83.44,0.944,,,,
AUS,Oceania,Australia,28/03/2020,3640,497,367,14,1,1,140.426,19.174,14.158,0.54,0.039,0.039,1.56,,,,,,,,,210069,17261,8.104,0.666,12509,0.483,0.0293,34.1,tests performed,,,,,,,,,,,,,,71.3,25921089,3.202,37.9,15.504,10.129,44648.71,0.5,107.791,5.07,13,16.5,,3.84,83.44,0.944,,,,
AUS,Oceania,Australia,29/03/2020,3984,344,347.857,16,2,1.286,153.697,13.271,13.42,0.617,0.077,0.05,1.42,,,,,,,,,223514,13445,8.623,0.519,12989,0.501,0.0268,37.3,tests performed,,,,,,,,,,,,,,71.3,25921089,3.202,37.9,15.504,10.129,44648.71,0.5,107.791,5.07,13,16.5,,3.84,83.44,0.944,647.8,1.69,5.55,24.99123397
AUS,Oceania,Australia,30/03/2020,4361,377,382.714,17,1,1.429,168.241,14.544,14.765,0.656,0.039,0.055,1.31,,,,,,,,,232947,9433,8.987,0.364,12758,0.492,0.03,33.3,tests performed,,,,,,,,,,,,,,71.3,25921089,3.202,37.9,15.504,10.129,44648.71,0.5,107.791,5.07,13,16.5,,3.84,83.44,0.944,,,,
AUS,Oceania,Australia,31/03/2020,4559,198,359.286,18,1,1.429,175.88,7.639,13.861,0.694,0.039,0.055,1.18,82,3.163,426,16.434,,,,,244929,11982,9.449,0.462,12609,0.486,0.0285,35.1,tests performed,,,,,,,,,,,,,,71.3,25921089,3.202,37.9,15.504,10.129,44648.71,0.5,107.791,5.07,13,16.5,,3.84,83.44,0.944,,,,
AUS,Oceania,Australia,01/04/2020,4862,303,356.857,20,2,1.714,187.569,11.689,13.767,0.772,0.077,0.066,1.08,86,3.318,441,17.013,,,,,256818,11889,9.908,0.459,12626,0.487,0.0283,35.4,tests performed,,,,,,,,,,,,,,71.3,25921089,3.202,37.9,15.504,10.129,44648.71,0.5,107.791,5.07,13,16.5,,3.84,83.44,0.944,,,,
AUS,Oceania,Australia,02/04/2020,5116,254,329.429,24,4,1.571,197.368,9.799,12.709,0.926,0.154,0.061,0.97,92,3.549,415,16.01,,,,,267098,10280,10.304,0.397,12451,0.48,0.0265,37.8,tests performed,,,,,,,,,,,,,,73.15,25921089,3.202,37.9,15.504,10.129,44648.71,0.5,107.791,5.07,13,16.5,,3.84,83.44,0.944,,,,
AUS,Oceania,Australia,03/04/2020,5330,214,312.429,28,4,2.143,205.624,8.256,12.053,1.08,0.154,0.083,0.86,93,3.588,457,17.63,,,,,277847,10749,10.719,0.415,12148,0.469,0.0257,38.9,tests performed,,,,,,,,,,,,,,73.15,25921089,3.202,37.9,15.504,10.129,44648.71,0.5,107.791,5.07,13,16.5,,3.84,83.44,0.944,,,,
AUS,Oceania,Australia,04/04/2020,5550,220,272.857,30,2,2.286,214.111,8.487,10.526,1.157,0.077,0.088,0.77,95,3.665,490,18.904,,,,,287457,9610,11.09,0.371,11055,0.426,0.0247,40.5,tests performed,,,,,,,,,,,,,,73.15,25921089,3.202,37.9,15.504,10.129,44648.71,0.5,107.791,5.07,13,16.5,,3.84,83.44,0.944,,,,
AUS,Oceania,Australia,05/04/2020,5687,137,243.286,35,5,2.714,219.397,5.285,9.386,1.35,0.193,0.105,0.7,96,3.704,457,17.63,,,,,297240,9783,11.467,0.377,10532,0.406,0.0231,43.3,tests performed,,,,,,,,,,,,,,73.15,25921089,3.202,37.9,15.504,10.129,44648.71,0.5,107.791,5.07,13,16.5,,3.84,83.44,0.944,869.4,2.1,7.4,33.54025751
AUS,Oceania,Australia,06/04/2020,5797,110,205.143,40,5,3.286,223.64,4.244,7.914,1.543,0.193,0.127,0.65,93,3.588,305,11.766,,,,,302759,5519,11.68,0.213,9973,0.385,0.0206,48.6,tests performed,,,,,,,,,,,,,,73.15,25921089,3.202,37.9,15.504,10.129,44648.71,0.5,107.791,5.07,13,16.5,,3.84,83.44,0.944,,,,
